username,city,country,gender,year_of_birth,level_of_education,body,polarity,subjectivity,course_id,Certificate_Delivered
stiphaen,None,FR,f,1977,jhs,"Et surtout très important

> Prenez toujours les hypothèses qui vous arrangent :)
>
> Il n'y a pas une mais plusieurs solutions à chaque problème. La meilleure est celle que vous comprenez !
>
> **La correction doit rester tolérante et argumentée. On reste sportifs :)**

Donc voilà ! On va pas revenir sur les grandes discussions qu'il y a eu lieu lors du MOOC 1 sur les bonnes façons de corriger. Je dirais juste que si les profs demandent d'être indulgent c'est qu'il faut l'être ;-) 

Si le code est valide et bien commenté, normalement il ne devrait pas avoir de problème. ",0.475,1.0,MinesTelecom/04018/session01,Y
michelRUN,Saint-Pierre,RE,m,1947,b,"Si on gradue un demi-cercle tous les degrés, il y a 180 intervalles et donc 181 graduations. 0 à gauche du premier degré et 180 à droite du dernier.",0.0,0.0,MinesTelecom/04018/session01,N
michelRUN,Saint-Pierre,RE,m,1947,b,"Si on gradue un demi-cercle tous les degrés, il y a 180 intervalles et donc 181 graduations. 0 à gauche du premier degré et 180 à droite du dernier.",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Penser également à mettre un lien vers le montage 123D circuit dans les commentaires du code. Ça peut toujours être utile pour le correcteur. (il pourra aller vérifier de lui même le montage) 
",0.0,0.0,MinesTelecom/04018/session01,Y
michelRUN,Saint-Pierre,RE,m,1947,b,"Bon argument mais dans ce cas il faudrait éviter également le 0.
Et même peut-être n'aller que de 4 à 176!",0.0,0.0,MinesTelecom/04018/session01,N
michelRUN,Saint-Pierre,RE,m,1947,b,"Bon argument mais dans ce cas il faudrait éviter également le 0.
Et même peut-être n'aller que de 4 à 176!",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Fait dire aussi que WinXP est un OS très vieux (sortie en 2001 il me semble) et que de plus, il me semble aussi qu' il n'est plus supporté par Microsoft (plus de mise à jour). Du coup il faut s'attendre à avoir plus de soucis avec que sur un Windows plus récent. ",0.0,0.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

C'est vrai, mais nous sommes dans un cours où nous abordons des notions théoriques et essayons de les mettre en pratique, de plus chaque servo a ses propres particularités :-)

J'ai par exemple six servos d'un même modèle et du même constructeur dont l'étalonnage est différent, ça se joue parfois à pas grand chose, mais ils restent différents.

Cordialement,
",0.5,1.0,MinesTelecom/04018/session01,Y
Fsan1,Paris ,FR,m,1957,m,"qui me permette de réaliser Nelson
par avance merci pour vos réponses
Frédéric",0.0,0.0,MinesTelecom/04018/session01,Y
Fsan1,Paris ,FR,m,1957,m,"qui me permette de réaliser Nelson
par avance merci pour vos réponses
Frédéric",0.0,0.0,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Bonjour à tous,
Jimmy Lupfer passionné des nouvelles technologies et du game design, je suis à la recherche d'un emploi avec un Master systèmes embarqués communicants. ",-0.4,0.4,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Bonjour à tous,
Jimmy Lupfer passionné des nouvelles technologies et du game design, je suis à la recherche d'un emploi avec un Master systèmes embarqués communicants. ",-0.4,0.4,MinesTelecom/04018/session01,Y
texy45,Chécy,FR,m,1965,hs,"BOnjour
Dans ma reponse je n'ai pas pu insérer par coper/coller les photos de mon schéma de montage.
Est ce normal ?
Bien à vous
-Régis",0.15,0.65,MinesTelecom/04018/session01,Y
izbacks,tavers,FR,m,1992,b,"Bonjour, 
actuellement apprenti en tant que pentester dans une grande société de télécommunications, j'aimerais approfondir mes connaissances en électronique/robotique/domotique. J'ai déjà des bases en électronique (4ans d'études) ainsi qu'un cursus informatique. Je n'ai jamais couplé les deux technologies et je suis curieux de voir le résultat.",0.0,0.0,MinesTelecom/04017/session01,N
lancian,None,FR,m,1988,m,"Bonjour,
Port toujours grisé, téléversé failed... Pourtant ArduinoUno fonctionne.
J'ai installé le CP210xDrivers j'ai redémarré et essayé les différents port... 
l'ESP clignote deux fois après avoir été branché, puis rien et aucune détection pc.
Est-ce normal ? Avez-vous une idée ?
Merci",-0.175,0.475,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Bonjour,
Port toujours grisé, téléversé failed... Pourtant ArduinoUno fonctionne.
J'ai installé le CP210xDrivers j'ai redémarré et essayé les différents port... 
l'ESP clignote deux fois après avoir été branché, puis rien et aucune détection pc.
Est-ce normal ? Avez-vous une idée ?
Merci",-0.175,0.475,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Il y a fort à parier sur le fait qu'ils n'utilisent pas le même pilote, et que le port immédiatement au dessus de 3 était disponible :-)

Cordialement,
",0.5,1.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Rien, juste attendre un peu que le processus de téléchargement soit terminé...

Cordialement,",0.0,0.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Il y aurait un moyen de t'aider en direct ?<br>
TeamViewer ?

Cordialement,
",0.1,0.4,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Cliquer sur le triangle jaune et ré-installer le pilote...

Y aurait-il d'autres infos dans les propriétés du pilote en défaut ?<br>
Comme par exemple ""pilote non signé"" ou un truc du même genre ?

Cordialement,
",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"salut. regarde [ici][1]. Sinon tu dois attendre le temps que ça prend pour que le programme soit chargé en mémoire (tout dépend de la taille de celui ci) 


  [1]: https://www.fun-mooc.fr/courses/MinesTelecom/04018/session01/wiki/MinesTelecom.04018.session01/faq-du-forum/",0.0,0.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Nous sommes là pour t'aider, il suffit de poser des questions :-)

Bon courage !",0.625,1.0,MinesTelecom/04018/session01,Y
amira84,tunis,TN,f,1984,p,Normalement vous délivrez une attestation de suivi de ce mooc?,0.0,0.0,MinesTelecom/04017/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour Steve,

Pas de bug de mon point de vue, que LED_BUILTIN existe ou non dans l'environnement Arduino si la ""cible Arduino UNO"" est choisie.

une imprécision peut-être... :-)

Pour moi un ""bug"" est le fait de quelque-chose qui ne fonctionne pas, or dans ce cas c'est une équivalence.

Merci d'avoir testé pour nous !

Cordialement,
",0.625,1.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Bonjour

Cette question a déjà été posée. Tu trouveras la réponse sur [La FAQ du forum][1]
[1]: https://www.fun-mooc.fr/wiki/MinesTelecom.04018.session01/faq-du-forum
",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Bonjour 

Le potentiomètre doit être utilisé dans deux cas de figure : 

* sur le simulateur en ligne, car difficile de tourner à la main un servo virtuel ;-) . Par contre le potentiomètre peut être tourné via un clic de souris dessus (ce qui simule une main) 

* si on n'a pas de servo à retour d'information (ce qui est le cas aussi pour le simulateur) Dans ce cas, si on tourne le servo à la main il n'y a pas de valeur de retour. L'utilisation du potentiomètre permet donc d'avoir cette valeur. En effet, là encore son rôle est bien de remplacer la main. On fait tourner le servo via celui ci comme si on le faisait à la main, sauf que là on a bien une valeur de retour grâce à `analogRead()`

Donc concernant la phrase ""le servo est tourné à la main"", cela signifie que soit on le tourne effectivement à la main, soit on le tourne avec le potentiomètre qui simule la main.

De plus même si on utilise un potentiomètre cela ne signifie pas qu'il ne faut pas utiliser le servo. En effet avec le bon code, en tournant le potentiomètre cela fera tourner également le servo. On a donc une meilleur simulation car on voit l'effet sur le servo (il tourne). 

 
",0.175926,0.407407,MinesTelecom/04018/session01,Y
lancian,None,FR,m,1988,m,"Oui, j'utilise un pc portable! D'ailleurs je ne le trouve pas dans le gestionnaire (ni en caché) ""Silicon Lab...""",0.0,0.0,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Oui, j'utilise un pc portable! D'ailleurs je ne le trouve pas dans le gestionnaire (ni en caché) ""Silicon Lab...""",0.0,0.0,MinesTelecom/04018/session01,Y
Domlauer,MARLY,FR,m,1947,b,"J'ai transmis mon code trop rapidement et me suis trompé de version.
Peux-ton recommencer la transmission ?",0.0,0.0,MinesTelecom/04018/session01,Y
Domlauer,MARLY,FR,m,1947,b,"J'ai transmis mon code trop rapidement et me suis trompé de version.
Peux-ton recommencer la transmission ?",0.0,0.0,MinesTelecom/04018/session01,N
stiphaen,None,FR,f,1977,jhs,"Ah non, désolé. Une fois que c'est envoyé, c'est envoyé. On ne peut plus faire marche arrière. 

",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Message de CatPiper à ce sujet :

> Si le gestionnaire de périphérique affiche le port COM4 sans erreur, c'est à dire dans la liste des ports (COM et LPT) avec une icône qui ressemble à une prise et non un triangle jaune (pilote en erreur) ou un point d'interrogation (pilote non installé), tu n'as pas besoin d'installer le pilote, il est déjà bien installé.

Donc vérifie si c'est bien le cas (enfin si tu es bien sous Windows) et tiens nous au courant. Voir aussi la [FAQ du forum][1]. 


  [1]: https://www.fun-mooc.fr/courses/MinesTelecom/04018/session01/wiki/MinesTelecom.04018.session01/faq-du-forum/",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"C'est toujours une info intéressante à savoir. Merci Steve ;-) 
",0.25,1.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Concernant le servo d'Adafruit, il faut rappeler aussi qu'il ne fait que 120° de rotation si on se réfère  à leur doc technique.
",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Si tu veux de la stabilité, installe Linux à la place ;-). Comme ça, tu auras au moins un OS à jour. 
",0.25,1.0,MinesTelecom/04018/session01,Y
jjs23,GENTIOUX,FR,m,1948,m,"bonsoir
sous MAC j'ai fait ce qqui est indiqué pour configurer IDE Arduino. J'ai chargé un driver (CH34x) car warning : espcomm_sync failed quand je televerse
j'ai essayé d'intervertir les fils blanc et rouge entre le microcontroleur et le servo mais rien ni fait. 
Pourtant après la compil, la led bleu s'allume mais le téléversement ne se finit pas...
Je suis déjà en retard ! A l'aide je sens que je ne vais pas pouvoir tenir longtemps
MERCI à tous
Jjacques
",-0.75,0.65,MinesTelecom/04018/session01,Y
jjs23,GENTIOUX,FR,m,1948,m,"bonsoir
sous MAC j'ai fait ce qqui est indiqué pour configurer IDE Arduino. J'ai chargé un driver (CH34x) car warning : espcomm_sync failed quand je televerse
j'ai essayé d'intervertir les fils blanc et rouge entre le microcontroleur et le servo mais rien ni fait. 
Pourtant après la compil, la led bleu s'allume mais le téléversement ne se finit pas...
Je suis déjà en retard ! A l'aide je sens que je ne vais pas pouvoir tenir longtemps
MERCI à tous
Jjacques
",-0.75,0.65,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Pardon: Pc portable alienware18 sur win10pro. 
Je n'ai que le Arduino Uno (COM3) sans aucun warning dans le gestionnaire!
J'ai changé le câble usb au cas où et tout réinstallé, mais toujours rien.",0.0,0.0,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Pardon: Pc portable alienware18 sur win10pro. 
Je n'ai que le Arduino Uno (COM3) sans aucun warning dans le gestionnaire!
J'ai changé le câble usb au cas où et tout réinstallé, mais toujours rien.",0.0,0.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Il semblerait que les ports USB de ta machine soient en défaut...
Si c'est le cas, on ne peut rien brancher dessus.

Je ne comprends pas:

> dans les propriete du peripherique j'ai fournisseur : microsoft/date
> 21/06/206
> 
> dans le proprieté du pilote j'ai :"" ASUSTEK computer .... non signé
> numeriquement""

Normalement, si c'est bien sur le port série installé que tu as lu les propriétés, tu devrais avoir ""Silicon Labs"", mais pas Asustek (le fabricant de la machine) ou Microsoft...

Il faut que l'ESP soit branché sur le port USB pour pouvoir lire les propriétés de son pilote, était-ce le cas ?

Si la machine est une Asustek, il faut aller chercher les pilotes des ports USB en défaut sur le site du constructeur.<br>

Une petite copie d'écran serait la bienvenue pour être certain que l'on parle de la même chose...

[Copie d'écran des ports USB][1]<br>
[Copie d'écran des ports COM][2]<br>
[Copie d'écran des propriétés du port COM de l ESP][3]<br>

Cordialement,


  [1]: ftp://ftp2.cia-informatique.com/ciainfor/divers/PortsUSB.PNG
  [2]: ftp://ftp2.cia-informatique.com/ciainfor/divers/portsCOM.PNG
  [3]: ftp://ftp2.cia-informatique.com/ciainfor/divers/ProprietesESP.PNG",0.214286,0.571429,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Pour voir le port sur lequel l'ESP est branché, il faut que l'ESP soit branché ! ;-)

Cordialement,
",0.25,1.0,MinesTelecom/04018/session01,Y
lancian,None,FR,m,1988,m,"A présent COM4 visible, car je les ai ajoutés manuellement, aucune maj, mais un warning... Il est bien branché, mais reste indétectable!",0.0,0.0,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"A présent COM4 visible, car je les ai ajoutés manuellement, aucune maj, mais un warning... Il est bien branché, mais reste indétectable!",0.0,0.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

@Steve, intéressantes tes valeurs mini et maxi, j'avais constaté la même chose sur le servo que je viens de rendre à Semageek: il y avait environ 30° libres avant butée...

Comment as tu procédé pour trouver ces durées d'impulsion ?<br>
par tâtonnement au pif ?<br>
ou un truc un peu plus sophistiqué ?<br>

Cordialement,

",0.0,0.0,MinesTelecom/04018/session01,Y
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Essayez de faire le téléchargement du programme blink sur l'ESP sans rien brancher dessus.

Puis revenez nous dire ici ce que ça a donné...

Cordialement,",0.0,0.0,MinesTelecom/04018/session01,Y
peskitou,Nice,FR,f,1976,m,"Bonjour, j'ai à priori le même souci, avec un kit de même origine. Le pilote va bien et les ports me semblent ok.

Tout s'est bien passé pour l'installation de la carte et des bibliothèques, mais au moment du test du blink de l'esp8266, j'ai un message d'erreur lors du téléversement (et rien ne se passe, bien sûr, hormis la led qui clignote pendant la tentative de téléversement - au moins, je peux dire que la carte vit). Idem avec le sweep.

J'ai essayé d'éplucher le forum, nous ne sommes à priori pas seuls, mais pas de solution pour autant jusqu'ici (mais j'ai pu passer à côté). Le driver est à jour, je suis sous Windows 7, j'ai testé mes 4 ports USB, je n'utilise pas de hub, j'ai baissé au mini la vitesse d'upload, j'ai testé dans le gestionnaire de périphérique tous les COM de 1 à 14 (en prenant bien évidemment le même dans l'IDE Arduino, le nom du port s'actualise mais il faut le recocher à chaque fois...)
Et chaque fois...

**warning: espcomm_sync failed**

**error: espcomm_open failed**

**error: espcomm_upload_mem failed**

J'ai même refait un essai avec l'Arduino qui téléverse toujours sans problème via le COM3. Et maintenant, je capitule...",-0.25,0.35,MinesTelecom/04018/session01,Y
peskitou,Nice,FR,f,1976,m,"Bonjour, j'ai à priori le même souci, avec un kit de même origine. Le pilote va bien et les ports me semblent ok.

Tout s'est bien passé pour l'installation de la carte et des bibliothèques, mais au moment du test du blink de l'esp8266, j'ai un message d'erreur lors du téléversement (et rien ne se passe, bien sûr, hormis la led qui clignote pendant la tentative de téléversement - au moins, je peux dire que la carte vit). Idem avec le sweep.

J'ai essayé d'éplucher le forum, nous ne sommes à priori pas seuls, mais pas de solution pour autant jusqu'ici (mais j'ai pu passer à côté). Le driver est à jour, je suis sous Windows 7, j'ai testé mes 4 ports USB, je n'utilise pas de hub, j'ai baissé au mini la vitesse d'upload, j'ai testé dans le gestionnaire de périphérique tous les COM de 1 à 14 (en prenant bien évidemment le même dans l'IDE Arduino, le nom du port s'actualise mais il faut le recocher à chaque fois...)
Et chaque fois...

**warning: espcomm_sync failed**

**error: espcomm_open failed**

**error: espcomm_upload_mem failed**

J'ai même refait un essai avec l'Arduino qui téléverse toujours sans problème via le COM3. Et maintenant, je capitule...",-0.25,0.35,MinesTelecom/04018/session01,N
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

J'ai les mêmes valeurs et ça fonctionne bien ici...

Cordialement,",0.0,0.0,MinesTelecom/04018/session01,Y
jjs23,GENTIOUX,FR,m,1948,m,"voici ce  que ça donne au téléversement:

warning: espcomm_sync failed
error: espcomm_open failed

????
Merci
",-0.5,0.3,MinesTelecom/04018/session01,Y
jjs23,GENTIOUX,FR,m,1948,m,"voici ce  que ça donne au téléversement:

warning: espcomm_sync failed
error: espcomm_open failed

????
Merci
",-0.5,0.3,MinesTelecom/04018/session01,N
leloup146,None,FR,m,1988,other,"Bonjour, comme précisé dans les consignes, mettre la valeur 13 pour la pin de la led, la valeur A0 pour le potentiomètre/retour du servo moteur et la valeur 9 pour contrôler le servo moteur, si ce dernier est utilisé.",0.0,0.0,MinesTelecom/04018/session01,Y
GeorgesDa,RIMONDEIX,FR,m,1973,b,"J'ai contacté (mail) le marchand hier soir pour lui expliqué mon problème. Dans la foulé (22h19), il m'a envoyer un bon pour lui retourner l'esp et le servo car il se peut qu'il y ai des problèmes avec ces matériels. 
Embêtant pour le matos, mais super SAV. 

On a peut être le même problème Peskitou et moi. En attendant le matos pour confirmer, je rame sur le TP...",0.266667,0.533333,MinesTelecom/04018/session01,Y
KojakItchane,mozac,FR,m,1978,m,"Bonsoir,

J ai démonté un servo moteur ""standard"" sans feedback (juste le capot arrière), j'ai remarqué le potentiomètre dedans. J'ai alimenté et noté avec un multimètre les tension max et min (en manipulant le servo à la main) au bornes du potentiomètre. Si je soude un fil à la patte du milieu du potentiomètre présent j'aurai un retour position non ? ou il faut souder une résistance ?

Merci de votre aide",0.0833333,0.166667,MinesTelecom/04018/session01,N
KojakItchane,mozac,FR,m,1978,m,"Bonsoir,

J ai démonté un servo moteur ""standard"" sans feedback (juste le capot arrière), j'ai remarqué le potentiomètre dedans. J'ai alimenté et noté avec un multimètre les tension max et min (en manipulant le servo à la main) au bornes du potentiomètre. Si je soude un fil à la patte du milieu du potentiomètre présent j'aurai un retour position non ? ou il faut souder une résistance ?

Merci de votre aide",0.0833333,0.166667,MinesTelecom/04018/session01,Y
leloup146,None,FR,m,1988,other,"Bonjour, sur les 4 copies du TP1 que j'ai corrigé, seulement sur 2 la led clignotait comme demandé dans la consigne. Donc voici le code que j'ai utilisé, j'espère que ça aidera.

    for (int i = 0; i < 6; i++) {
      digitalWrite(ledPin, !digitalRead(ledPin));
      delay(500);
    }

explication:

    digitalRead(ledPin)

on lit la valeur de la pin désigné par ledPin, même si elle est configurée en sortie avec pinMode(ledPin, OUTPUT)

    !
on veut la valeur inverse de l'expression placé à la suite, si digitalRead retourne HIGH, on obtiendra la valeur LOW

    digitalWrite(ledPin, !digitalRead(ledPin));
on met ledPin sur la valeur inverse inverse que celle quelle a au moment de l'évaluation de cette instruction

    for (int i = 0; i < 6; i++)
si on veut faire clignoter 3 fois, il faut faire le double de tour de boucle vu que si la led est éteinte avant la boucle, il va se produire:
- tour 1 allumé
- tour 2 éteint
- tour 3 allumé
- tour 4 éteint
- tour 5 allumé
- tour 6 éteint

note: il faut avoir utilisé une fois digitalWrite(ledPin, HIGH ou LOW) avant d'utiliser cette boucle pour que la pin est un état défini.",0.064,0.336,MinesTelecom/04018/session01,Y
cbarb0,Ouroux-sur-Saône,FR,m,1966,m,"J'ai galéré pour installer le port com jusqu'à ce que je change de câble USB.
Manifestement certains câbles ne permettent pas au PC de reconnaitre le module et  Windows ne lance pas la mise à jour du driver correspondant.
Si vous êtes plantés, tentez de changer votre câble de liaison, ça pourrait aider.",0.0,0.0,MinesTelecom/04018/session01,Y
cbarb0,Ouroux-sur-Saône,FR,m,1966,m,"J'ai galéré pour installer le port com jusqu'à ce que je change de câble USB.
Manifestement certains câbles ne permettent pas au PC de reconnaitre le module et  Windows ne lance pas la mise à jour du driver correspondant.
Si vous êtes plantés, tentez de changer votre câble de liaison, ça pourrait aider.",0.0,0.0,MinesTelecom/04018/session01,N
KojakItchane,mozac,FR,m,1978,m,"Merci de ta réponse Benoît j ai pas vu la rubrique ""allez plus loin""",0.0,0.0,MinesTelecom/04018/session01,N
KojakItchane,mozac,FR,m,1978,m,"Merci de ta réponse Benoît j ai pas vu la rubrique ""allez plus loin""",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Quand je disais passe sous Linux, c'était comme suggestion de remplacement à Windows XP qui a fait son temps et qui n'est plus mis à jour. Pas une solution à ton problème, évidement :-)

Sur ceux dans ton premier message tu disais que tu avais aussi un PC sous Windows 8 avec lequel tu ne rencontres pas ce problème de compilation. Dans ce cas pourquoi tu n'utilises pas ce PC à la place ?",0.5,1.0,MinesTelecom/04018/session01,Y
alcymon,FLERS EN ESCREBIEUX,FR,m,1951,jhs,"+1

Je me suis fait avoir également. Certains câbles USB ne comportent que l'alimentation et ne servent qu'à recharger les appareils ou à fournir du +5V.
",0.0,0.0,MinesTelecom/04018/session01,Y
alcymon,FLERS EN ESCREBIEUX,FR,m,1951,jhs,"+1

Je me suis fait avoir également. Certains câbles USB ne comportent que l'alimentation et ne servent qu'à recharger les appareils ou à fournir du +5V.
",0.0,0.0,MinesTelecom/04018/session01,N
albenard,NANCY,FR,m,1967,b,"Comme de nombreux participants un grand merci. Grâce à ce MOOC je vais pouvoir aller plus loin dans la domotique ou autre pilotage et éléments connectés. Le Arduino me paraît maintenant simple à utiliser.
",0.25,0.678571,MinesTelecom/04017/session01,N
stiphaen,None,FR,f,1977,jhs,"Merci d'avoir donner cette information. Quand j'aurais le temps je le rajouterais à la ""FAQ du forum"" sur le wiki (où si quelqu'un peu le faire à ma place, pas de soucis) 

NB : ça peut aussi venir tout simplement d'un câble USB défectueux. 
",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Il faut aussi virer le `myservo.detach()` quand on est sur le simulateur. (voir la discussion à ce propos [ici][1]) 

PS : on dit code, pas codage ;-) 

  [1]: https://www.fun-mooc.fr/courses/MinesTelecom/04018/session01/discussion/forum/f392cd727e014bce5fe799319f8e2bcda0e00d99/threads/5735b3b354ecc04ab1000087",0.25,1.0,MinesTelecom/04018/session01,Y
peskitou,Nice,FR,f,1976,m,"Merci, je vais explorer cette piste...et ramer aussi sur le TP sans confirmation",0.0,0.0,MinesTelecom/04018/session01,Y
peskitou,Nice,FR,f,1976,m,"Merci, je vais explorer cette piste...et ramer aussi sur le TP sans confirmation",0.0,0.0,MinesTelecom/04018/session01,N
Pilow,SAINT PAUL,RE,m,1977,jhs,"sympa comme astuce d'utiliser un read, pour writer l'opposé !
je garde ça pour mes prochains clignotements.... merci.
j'ai utilisé un ""truc"" du même genre pour passer les étapes de ce TP :
etape1=!etape1; // passe de FALSE à TRUE si etape1 etait défini à FALSE au départ bien sur",-0.15,0.616667,MinesTelecom/04018/session01,N
Pilow,SAINT PAUL,RE,m,1977,jhs,"sympa comme astuce d'utiliser un read, pour writer l'opposé !
je garde ça pour mes prochains clignotements.... merci.
j'ai utilisé un ""truc"" du même genre pour passer les étapes de ce TP :
etape1=!etape1; // passe de FALSE à TRUE si etape1 etait défini à FALSE au départ bien sur",-0.15,0.616667,MinesTelecom/04018/session01,Y
Pilow,SAINT PAUL,RE,m,1977,jhs,idem.,0.0,0.0,MinesTelecom/04018/session01,N
Pilow,SAINT PAUL,RE,m,1977,jhs,idem.,0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"change de port USB au cas où. 
",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Si on peut. Dans le simulateur, il faut afficher l'éditeur de code et ensuite il y a un bouton pour afficher le moniteur série. 
",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"salut 

l'attestation ne sera délivrée que quand le MOOC sera fermé. Or il est encore ouvert. Il ne le sera plus quand il passera en mode archive (c'est à dire qu'on peut encore accéder à celui mais uniquement en lecture seule (et donc pas de possibilité de poster sur le forum))

Quand le MOOC est en mode archive c'est indiqué sur notre [tableau de bord][1]. c'est ici qu'il faudra télécharger l'attestation. Ça met plusieurs jours à apparaître donc pas de soucis à ce sujet.

NB : ne me demandez pas quand le MOOC sera définitivement fermé, j'en sais strictement rien. Tout ce que je sais, c'est que ça ne se fait pas automatiquement. Il est possible d'ailleurs que l'équipe pédagogique ne l'ai pas encore fermé pour permettre encore d'échanger sur le forum pour les retardataires. 



  [1]: https://www.fun-mooc.fr/dashboard",0.0,1.0,MinesTelecom/04017/session01,Y
stiphaen,None,FR,f,1977,jhs,"voir ma réponse ici : https://www.fun-mooc.fr/courses/MinesTelecom/04017/session01/discussion/forum/c52d9288e82b6eae620a625bab8f96f2aaa0a659/threads/573b4adf5f04eaed29000257
",0.0,0.0,MinesTelecom/04017/session01,Y
stiphaen,None,FR,f,1977,jhs,voir ma réponse ici : https://www.fun-mooc.fr/courses/MinesTelecom/04017/session01/discussion/forum/c52d9288e82b6eae620a625bab8f96f2aaa0a659/threads/573b4adf5f04eaed29000257,0.0,0.0,MinesTelecom/04017/session01,Y
stiphaen,None,FR,f,1977,jhs,"De toute façon on aura beau mettre toutes les consignes que l'on veut, répéter encore et encore toujours la même chose, il y aura **TOUJOURS** des apprenants pour ne pas être capable de faire les choses correctement. 

Et ça malheureusement, on peut strictement rien n'y faire. C'est le jeu de la correction par les pairs.

",0.2,0.4,MinesTelecom/04018/session01,Y
lancian,None,FR,m,1988,m,"Merci pour votre intérêt. Mais, non j'ai acheté le kit, donc le même ESP, il n'y a pas de cavalier. J'ai également acheter un deuxième USB, donc deux neuf plusc un ancien que je possédais et leurs changements n'a rien aidé.
Je suis passé par le wiki et la Faq, installé et fait toutes les procédures décrites, dont les votres. J'ai également essayé tout les ports usb à chaque fois. (demain j'installerais win7 en dualboot, win10pro peut en être la cause) D'autre idée ??",0.0,0.0,MinesTelecom/04018/session01,N
lancian,None,FR,m,1988,m,"Merci pour votre intérêt. Mais, non j'ai acheté le kit, donc le même ESP, il n'y a pas de cavalier. J'ai également acheter un deuxième USB, donc deux neuf plusc un ancien que je possédais et leurs changements n'a rien aidé.
Je suis passé par le wiki et la Faq, installé et fait toutes les procédures décrites, dont les votres. J'ai également essayé tout les ports usb à chaque fois. (demain j'installerais win7 en dualboot, win10pro peut en être la cause) D'autre idée ??",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"salut

regarde cette [page du wiki][2] 


  [2]: https://www.fun-mooc.fr/courses/MinesTelecom/04018/session01/wiki/MinesTelecom.04018.session01/simulateur-123d-circuits-trucs-et-astuces/",0.0,0.0,MinesTelecom/04018/session01,Y
stiphaen,None,FR,f,1977,jhs,"Re 

quand tu branches la carte sur le port USB ou si tu appuie sur le bouton Reset (RST) est-ce qu'une LED bleu s'allume brièvement ? 
",0.0,0.0,MinesTelecom/04018/session01,Y
Domlauer,MARLY,FR,m,1947,b,"C'est dommage et pas FUN.
Dans ces conditions je pense arrêter.",0.3,0.2,MinesTelecom/04018/session01,Y
Domlauer,MARLY,FR,m,1947,b,"C'est dommage et pas FUN.
Dans ces conditions je pense arrêter.",0.3,0.2,MinesTelecom/04018/session01,N
CatPiper,Auxonne,FR,m,1958,none,"Bonsoir,

étant donné qu'il existait déjà un ESP 12 et qu'une évolution ajoutait seulement quelques broches disponibles en plus, il a été décidé que cette ""nouvelle"" version ne serait que la version 12 ""Extended"" (améliorée/étendue).

Cordialement,",0.0,0.0,MinesTelecom/04018/session01,Y
robotedh,Epinay sur orge,FR,m,1964,m,merci je vais essayer....,0.0,0.0,MinesTelecom/04018/session01,N
